Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Kilograms,Steps,Note
2024-12-26,Garmin Connect calorie adjustment,Cardio,263.0,1,,,,11182,
2024-12-27,"""Strength training (weight lifting, weight training)""",Cardio,107.0,16,,,,,
2024-12-27,Garmin Connect calorie adjustment,Cardio,347.0,1,,,,12674,
2024-12-28,"""Strength training (weight lifting, weight training)""",Cardio,762.0,73,,,,,
2024-12-28,Garmin Connect calorie adjustment,Cardio,12.0,1,,,,6964,
2024-12-29,Garmin Connect calorie adjustment,Cardio,116.0,1,,,,3956,
2024-12-30,"""Strength training (weight lifting, weight training)""",Cardio,309.0,34,,,,,
2024-12-30,Garmin Connect calorie adjustment,Cardio,194.0,1,,,,4524,
2024-12-31,"""Strength training (weight lifting, weight training)""",Cardio,283.0,32,,,,,
2024-12-31,Garmin Connect calorie adjustment,Cardio,88.0,1,,,,4947,
2025-01-01,Garmin Connect calorie adjustment,Cardio,86.0,1,,,,5063,
2025-01-02,"""Strength training (weight lifting, weight training)""",Cardio,570.0,55,,,,,
2025-01-02,Garmin Connect calorie adjustment,Cardio,52.0,1,,,,6128,
2025-01-03,"""Running (jogging), 5 mph (12 min mile)""",Cardio,200.0,22,,,,,
2025-01-03,Elliptical Trainer,Cardio,177.0,18,,,,,
2025-01-03,Garmin Connect calorie adjustment,Cardio,34.0,1,,,,4908,
2025-01-04,"""Strength training (weight lifting, weight training)""",Cardio,400.0,37,,,,,
2025-01-04,Garmin Connect calorie adjustment,Cardio,175.0,1,,,,5559,
2025-01-05,Garmin Connect calorie adjustment,Cardio,286.0,1,,,,7069,
2025-01-06,"""Strength training (weight lifting, weight training)""",Cardio,619.0,61,,,,,
2025-01-06,Garmin Connect calorie adjustment,Cardio,51.0,1,,,,6418,
2025-01-07,"""Strength training (weight lifting, weight training)""",Cardio,377.0,40,,,,,
2025-01-07,Garmin Connect calorie adjustment,Cardio,214.0,1,,,,8778,
2025-01-08,Garmin Connect calorie adjustment,Cardio,293.0,1,,,,11189,
2025-01-09,"""Strength training (weight lifting, weight training)""",Cardio,482.0,49,,,,,
2025-01-09,Garmin Connect calorie adjustment,Cardio,57.0,1,,,,7369,
2025-01-10,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,105.0,19,,,,,
2025-01-10,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,96.0,13,,,,,
2025-01-10,"""Strength training (weight lifting, weight training)""",Cardio,346.0,34,,,,,
2025-01-10,Garmin Connect calorie adjustment,Cardio,222.0,1,,,,7738,
2025-01-11,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,84.0,14,,,,,
2025-01-11,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,96.0,9,,,,,
2025-01-11,Garmin Connect calorie adjustment,Cardio,256.0,1,,,,8232,
2025-01-12,Garmin Connect calorie adjustment,Cardio,140.0,1,,,,5392,
2025-01-13,"""Strength training (weight lifting, weight training)""",Cardio,655.0,62,,,,,
2025-01-13,Garmin Connect calorie adjustment,Cardio,368.0,1,,,,11401,
2025-01-14,"""Strength training (weight lifting, weight training)""",Cardio,275.0,35,,,,,
2025-01-14,Garmin Connect calorie adjustment,Cardio,89.0,1,,,,5827,
2025-01-15,"""Strength training (weight lifting, weight training)""",Cardio,277.0,26,,,,,
2025-01-15,Garmin Connect calorie adjustment,Cardio,202.0,1,,,,8239,
2025-01-16,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,166.0,18,,,,,
2025-01-16,Elliptical Trainer,Cardio,278.0,28,,,,,
2025-01-16,Garmin Connect calorie adjustment,Cardio,454.0,1,,,,10711,
2025-01-17,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,42.0,6,,,,,
2025-01-17,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,96.0,15,,,,,
2025-01-17,"""Strength training (weight lifting, weight training)""",Cardio,385.0,36,,,,,
2025-01-17,Garmin Connect calorie adjustment,Cardio,275.0,1,,,,10818,
2025-01-18,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,83.0,13,,,,,
2025-01-18,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,150.0,12,,,,,
2025-01-18,Garmin Connect calorie adjustment,Cardio,103.0,1,,,,5595,
2025-01-19,Garmin Connect calorie adjustment,Cardio,466.0,1,,,,12475,
2025-01-20,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,41.0,13,,,,,
2025-01-20,"""Strength training (weight lifting, weight training)""",Cardio,340.0,33,,,,,
2025-01-20,Garmin Connect calorie adjustment,Cardio,157.0,1,,,,6877,
2025-01-21,"""Strength training (weight lifting, weight training)""",Cardio,732.0,67,,,,,
2025-01-21,Garmin Connect calorie adjustment,Cardio,163.0,1,,,,9750,
2025-01-22,"""Strength training (weight lifting, weight training)""",Cardio,325.0,34,,,,,
2025-01-22,Garmin Connect calorie adjustment,Cardio,59.0,1,,,,5389,
2025-01-23,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,135.0,15,,,,,
2025-01-23,"""Running (jogging), 5 mph (12 min mile)""",Cardio,182.0,17,,,,,
2025-01-23,Garmin Connect calorie adjustment,Cardio,440.0,1,,,,11666,
2025-01-24,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,91.0,12,,,,,
2025-01-24,"""Strength training (weight lifting, weight training)""",Cardio,541.0,53,,,,,
2025-01-24,Garmin Connect calorie adjustment,Cardio,121.0,1,,,,7315,
2025-01-25,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,155.0,25,,,,,
2025-01-25,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,108.0,10,,,,,
2025-01-25,Garmin Connect calorie adjustment,Cardio,153.0,1,,,,7185,
2025-01-26,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,107.0,14,,,,,
2025-01-26,"""Strength training (weight lifting, weight training)""",Cardio,655.0,65,,,,,
2025-01-26,Garmin Connect calorie adjustment,Cardio,28.0,1,,,,5251,
2025-01-27,"""Strength training (weight lifting, weight training)""",Cardio,673.0,71,,,,,
2025-01-27,Garmin Connect calorie adjustment,Cardio,1.0,1,,,,6799,
2025-01-28,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,53.0,13,,,,,
2025-01-28,"""Strength training (weight lifting, weight training)""",Cardio,211.0,29,,,,,
2025-01-28,Garmin Connect calorie adjustment,Cardio,106.0,1,,,,9127,
2025-01-29,"""Strength training (weight lifting, weight training)""",Cardio,119.0,18,,,,,
2025-01-29,Elliptical Trainer,Cardio,75.0,8,,,,,
2025-01-29,Garmin Connect calorie adjustment,Cardio,483.0,1,,,,13369,
2025-01-30,Elliptical Trainer,Cardio,102.0,13,,,,,
2025-01-30,Garmin Connect calorie adjustment,Cardio,21.0,1,,,,5866,
2025-01-31,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,54.0,12,,,,,
2025-01-31,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,55.0,9,,,,,
2025-01-31,Garmin Connect calorie adjustment,Cardio,231.0,1,,,,8768,
2025-02-01,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,58.0,9,,,,,
2025-02-01,Garmin Connect calorie adjustment,Cardio,324.0,1,,,,8354,
2025-02-02,"""Strength training (weight lifting, weight training)""",Cardio,566.0,54,,,,,
2025-02-02,Garmin Connect calorie adjustment,Cardio,105.0,1,,,,5912,
2025-02-03,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,222.0,30,,,,,
2025-02-03,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,354.0,35,,,,,
2025-02-03,"""Strength training (weight lifting, weight training)""",Cardio,364.0,50,,,,,
2025-02-03,Garmin Connect calorie adjustment,Cardio,188.0,1,,,,8830,
2025-02-04,"""Strength training (weight lifting, weight training)""",Cardio,231.0,26,,,,,
2025-02-04,Garmin Connect calorie adjustment,Cardio,77.0,1,,,,6105,
2025-02-05,Elliptical Trainer,Cardio,124.0,12,,,,,
2025-02-05,Garmin Connect calorie adjustment,Cardio,87.0,1,,,,5032,
2025-02-06,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,185.0,16,,,,,
2025-02-06,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,153.0,21,,,,,
2025-02-06,"""Strength training (weight lifting, weight training)""",Cardio,802.0,81,,,,,
2025-02-06,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,7846,
2025-02-07,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,82.0,11,,,,,
2025-02-07,"""Strength training (weight lifting, weight training)""",Cardio,504.0,53,,,,,
2025-02-07,Garmin Connect calorie adjustment,Cardio,220.0,1,,,,8835,
2025-02-08,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,86.0,12,,,,,
2025-02-08,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,48.0,8,,,,,
2025-02-08,Garmin Connect calorie adjustment,Cardio,325.0,1,,,,9927,
2025-02-09,"""Strength training (weight lifting, weight training)""",Cardio,116.0,23,,,,,
2025-02-09,Garmin Connect calorie adjustment,Cardio,98.0,1,,,,7302,
2025-02-10,"""Strength training (weight lifting, weight training)""",Cardio,331.0,41,,,,,
2025-02-10,Garmin Connect calorie adjustment,Cardio,457.0,1,,,,11023,
2025-02-11,"""Strength training (weight lifting, weight training)""",Cardio,377.0,46,,,,,
2025-02-11,Garmin Connect calorie adjustment,Cardio,244.0,1,,,,8037,
2025-02-12,"""Running (jogging), 5 mph (12 min mile)""",Cardio,209.0,21,,,,,
2025-02-12,Garmin Connect calorie adjustment,Cardio,160.0,1,,,,5760,
2025-02-13,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,281.0,30,,,,,
2025-02-13,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,167.0,25,,,,,
2025-02-13,"""Strength training (weight lifting, weight training)""",Cardio,786.0,72,,,,,
2025-02-13,Garmin Connect calorie adjustment,Cardio,80.0,1,,,,10850,
2025-02-14,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,110.0,16,,,,,
2025-02-14,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,59.0,10,,,,,
2025-02-14,"""Strength training (weight lifting, weight training)""",Cardio,373.0,41,,,,,
2025-02-14,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,5834,
2025-02-15,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,99.0,20,,,,,
2025-02-15,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,58.0,10,,,,,
2025-02-15,Garmin Connect calorie adjustment,Cardio,153.0,1,,,,6973,
2025-02-16,"""Strength training (weight lifting, weight training)""",Cardio,595.0,65,,,,,
2025-02-16,Garmin Connect calorie adjustment,Cardio,83.0,1,,,,8035,
2025-02-17,"""Strength training (weight lifting, weight training)""",Cardio,488.0,53,,,,,
2025-02-17,Garmin Connect calorie adjustment,Cardio,133.0,1,,,,8347,
2025-02-18,Garmin Connect calorie adjustment,Cardio,0.0,1,,,,1743,
2025-02-19,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,63.0,11,,,,,
2025-02-19,"""Strength training (weight lifting, weight training)""",Cardio,651.0,66,,,,,
2025-02-19,Garmin Connect calorie adjustment,Cardio,274.0,1,,,,11564,
2025-02-20,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,332.0,52,,,,,
2025-02-20,"""Strength training (weight lifting, weight training)""",Cardio,417.0,47,,,,,
2025-02-20,Garmin Connect calorie adjustment,Cardio,146.0,1,,,,8442,
2025-02-21,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,83.0,18,,,,,
2025-02-21,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,64.0,12,,,,,
2025-02-21,"""Strength training (weight lifting, weight training)""",Cardio,426.0,46,,,,,
2025-02-21,Garmin Connect calorie adjustment,Cardio,158.0,1,,,,6465,
2025-02-22,"""Bicycling, <10 mph, leisure (cycling, biking, bike riding)""",Cardio,65.0,9,,,,,
2025-02-22,Garmin Connect calorie adjustment,Cardio,67.0,1,,,,1994,
