CAS Number;Chemical Name;SMILES;Species Scientific Name;Species Common Name;Species Sub Phylum;Effect;Organism Lifestage;Exposure Duration Mean (Days);Conc 1 Mean (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Units (Standardized)
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Rivulus marmoratus;Mangrove Rivulus;Vertebrata;Mortality;Adult;4;4.26;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Adult;3;3.5;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Fundulus heteroclitus;Mummichog;Vertebrata;Mortality;Embryo;NR;11.19512214;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Embryo;3;0.46;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;3;16.99697376;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Adult;NR;3.5;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5;6.809685;>;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Blastula;10;1.04;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Adult;NR;3.5;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Fundulus heteroclitus;Mummichog;Vertebrata;Mortality;Embryo;NR;5.09364438;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Embryo;NR;0.46;;AI mg/L
50-28-2;(17beta)Estra-1,3,5(10)triene-3,17-diol;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Sexually mature;NR;0.000002;;AI mg/L
52-53-9;alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;28;0.6;>;AI mg/L
52-53-9;alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;Oncorhynchus mykiss;Rainbow Trout;Vertebrata;Mortality;Juvenile;4;2.72;;AI mg/L
53-86-1;1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5.8333;171.740784;;AI mg/L
53-86-1;1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5.8333;53.668995;;AI mg/L
53-86-1;1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;Oryzias latipes;Japanese Medaka;Vertebrata;Mortality;Larva;4;81.92;;AI mg/L
53-86-1;1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5.8333;171.740784;;AI mg/L
53-86-1;1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;Danio rerio;Zebra Danio;Vertebrata;Mortality;Embryo;5.8333;139.539387;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Ictalurus punctatus;Channel Catfish;Vertebrata;Mortality;Not reported;NR;3.2;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;NR;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Not reported;NR;3;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;5.5;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;1.99;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;2;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;6.18;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Egg;NR;18;>;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Pimephales promelas;Fathead Minnow;Vertebrata;Mortality;Fry;NR;5.3;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;1.91;;AI mg/L
55-63-0;1,2,3-Propanetriol, 1,2,3-Trinitrate;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];Lepomis macrochirus;Bluegill;Vertebrata;Mortality;Not reported;NR;1.76;;AI mg/L
