CAS Number;Chemical Name;SMILES;Species Scientific Name;Species Common Name;Species Sub Phylum;Effect;Organism Lifestage;Exposure Duration Mean (Days);Conc 1 Mean (Standardized);Conc 1 Mean Op (Standardized);Conc 1 Units (Standardized)
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Leucaspius delineatus;Sunbleak;Vertebrata;Mortality;Not reported;NR;218.5;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Rhodeus sericeus;Bitterling;Vertebrata;Mortality;Not reported;NR;0.006;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Leucaspius delineatus;Sunbleak;Vertebrata;Mortality;Not reported;NR;6300;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Leucaspius delineatus;Sunbleak;Vertebrata;Mortality;Not reported;NR;20;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oreochromis mossambicus;Mozambique Tilapia;Vertebrata;Mortality;Immature;NR;2.8;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Leucaspius delineatus;Sunbleak;Vertebrata;Mortality;Not reported;NR;0.86;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Channa punctata;Snake-Head Catfish;Vertebrata;Mortality;Not reported;NR;1.4;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Rasbora daniconius;Slender Rasbora;Vertebrata;Mortality;Adult;NR;6;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Aplocheilus lineatus;Killifish;Vertebrata;Mortality;Not reported;NR;0.1489;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Pseudosphromenus cupanus;Spike-tailed Paradise Fish ;Vertebrata;Mortality;Not reported;NR;2.813;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Zacco platypus;Oikawa;Vertebrata;Mortality;Not reported;NR;0.35;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Aplocheilus lineatus;Killifish;Vertebrata;Mortality;Not reported;NR;0.1228;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Pseudosphromenus cupanus;Spike-tailed Paradise Fish ;Vertebrata;Mortality;Not reported;NR;2.277;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.0275;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Girella punctata;Green Fish;Vertebrata;Mortality;Not reported;NR;0.0072;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Chasmichthys dolichognathus;Agohaze, Goby;Vertebrata;Mortality;Not reported;NR;0.008;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.02181;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Fry;NR;0.00987;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Channa punctata;Snake-Head Catfish;Vertebrata;Mortality;Not reported;NR;0.029;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.055;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Chasmichthys dolichognathus;Agohaze, Goby;Vertebrata;Mortality;Not reported;NR;0.0048;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Fry;NR;0.05858;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Channa punctata;Snake-Head Catfish;Vertebrata;Mortality;Not reported;NR;0.046;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia spilurus;Cichlid;Vertebrata;Mortality;Not reported;NR;0.08;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.02181;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ameiurus melas;Black Bullhead;Vertebrata;Mortality;Not reported;NR;0.0235;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Perca flavescens;Yellow Perch;Vertebrata;Mortality;Not reported;NR;0.0015;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Micropterus salmoides;Largemouth Bass;Vertebrata;Mortality;Not reported;NR;0.0008;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.063;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ameiurus melas;Black Bullhead;Vertebrata;Mortality;Not reported;NR;0.017;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.0275;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Fry;NR;0.02274;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Girella punctata;Green Fish;Vertebrata;Mortality;Not reported;NR;0.007;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.07;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.0155;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia spilurus;Cichlid;Vertebrata;Mortality;Not reported;NR;0.19;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.04;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Girella punctata;Green Fish;Vertebrata;Mortality;Not reported;NR;0.0065;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Chasmichthys dolichognathus;Agohaze, Goby;Vertebrata;Mortality;Not reported;NR;0.01;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.01;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Liza macrolepis;Borneo Mullet;Vertebrata;Mortality;Not reported;NR;0.013;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Liza macrolepis;Borneo Mullet;Vertebrata;Mortality;Not reported;NR;0.011;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ptychocheilus oregonensis;Northern Pikeminnow;Vertebrata;Mortality;Juvenile;NR;0.04;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Liza macrolepis;Borneo Mullet;Vertebrata;Mortality;Not reported;NR;0.01;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Micropterus salmoides;Largemouth Bass;Vertebrata;Mortality;Not reported;NR;0.0039;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Liza macrolepis;Borneo Mullet;Vertebrata;Mortality;Not reported;NR;0.01;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.0155;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Channa striata;Snake-Head Catfish;Vertebrata;Mortality;Not reported;NR;0.649;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.528;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Channa striata;Snake-Head Catfish;Vertebrata;Mortality;Not reported;NR;0.736;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Channa striata;Snake-Head Catfish;Vertebrata;Mortality;Not reported;NR;0.426;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.043;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Channa striata;Snake-Head Catfish;Vertebrata;Mortality;Not reported;NR;0.73;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Channa striata;Snake-Head Catfish;Vertebrata;Mortality;Not reported;NR;1.346;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.18;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Not reported;NR;0.313;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oreochromis mossambicus;Mozambique Tilapia;Vertebrata;Mortality;Not reported;NR;0.017;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Perca flavescens;Yellow Perch;Vertebrata;Mortality;Not reported;NR;0.01;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Misgurnus anguillicaudatus;Oriental Weatherfish;Vertebrata;Mortality;Not reported;NR;0.35;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Lepomis microlophus;Redear Sunfish;Vertebrata;Mortality;Not reported;NR;0.019;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oreochromis mossambicus;Mozambique Tilapia;Vertebrata;Mortality;Not reported;NR;0.0051;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ameiurus melas;Black Bullhead;Vertebrata;Mortality;Not reported;NR;0.042;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.00952;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Fry;NR;0.00987;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.01278;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ameiurus melas;Black Bullhead;Vertebrata;Mortality;Not reported;NR;0.02;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Lepomis gibbosus;Pumpkinseed;Vertebrata;Mortality;Not reported;NR;0.0067;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Lepomis gibbosus;Pumpkinseed;Vertebrata;Mortality;Not reported;NR;0.0036;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.042;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Fry;NR;0.02769;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Phoxinus eos;Northern Redbelly Dace;Vertebrata;Mortality;Not reported;NR;0.068;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Culaea inconstans;Brook Stickleback;Vertebrata;Mortality;Not reported;NR;0.067;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Lepomis megalotis;Longear Sunfish;Vertebrata;Mortality;Not reported;NR;0.0125;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ameiurus melas;Black Bullhead;Vertebrata;Mortality;Not reported;NR;0.0262;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Perca flavescens;Yellow Perch;Vertebrata;Mortality;Not reported;NR;0.009;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus clarkii;Cutthroat Trout;Vertebrata;Mortality;Not reported;NR;0.0079;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oreochromis mossambicus;Mozambique Tilapia;Vertebrata;Mortality;Not reported;NR;0.024;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Pomoxis nigromaculatus;Black Crappie;Vertebrata;Mortality;Not reported;NR;0.0056;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oncorhynchus clarkii;Cutthroat Trout;Vertebrata;Mortality;Not reported;NR;0.0084;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Sander vitreus;Walleye;Vertebrata;Mortality;Not reported;NR;0.0046;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ameiurus melas;Black Bullhead;Vertebrata;Mortality;Not reported;NR;0.0051;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Oreochromis mossambicus;Mozambique Tilapia;Vertebrata;Mortality;Not reported;NR;0.019;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Notropis blennius;River Shiner;Vertebrata;Mortality;Not reported;NR;0.0058;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Micropterus salmoides;Largemouth Bass;Vertebrata;Mortality;Not reported;NR;0.0015;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Ameiurus melas;Black Bullhead;Vertebrata;Mortality;Not reported;NR;0.0048;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Micropterus salmoides;Largemouth Bass;Vertebrata;Mortality;Not reported;NR;0.0021;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Fry;NR;0.02274;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Lepomis gibbosus;Pumpkinseed;Vertebrata;Mortality;Not reported;NR;0.0018;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Lepomis gibbosus;Pumpkinseed;Vertebrata;Mortality;Not reported;NR;0.0075;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Aplodinotus grunniens;Freshwater Drum;Vertebrata;Mortality;Not reported;NR;0.01;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Lepomis gibbosus;Pumpkinseed;Vertebrata;Mortality;Not reported;NR;0.0028;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Lepomis megalotis;Longear Sunfish;Vertebrata;Mortality;Not reported;NR;0.0049;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Misgurnus anguillicaudatus;Oriental Weatherfish;Vertebrata;Mortality;Not reported;NR;0.24;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Perca flavescens;Yellow Perch;Vertebrata;Mortality;Not reported;NR;0.0008;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Gambusia affinis;Western Mosquitofish;Vertebrata;Mortality;Fry;NR;0.05858;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Tilapia zillii;Tilapia;Vertebrata;Mortality;Fry;NR;0.0095;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Perca flavescens;Yellow Perch;Vertebrata;Mortality;Not reported;NR;0.0006;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Encrasicholina purpurea;Nehu;Vertebrata;Mortality;Not reported;NR;0.001;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Kuhlia sandvicensis;Aholehole;Vertebrata;Mortality;Not reported;NR;0.0039;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Notemigonus crysoleucas;Golden Shiner;Vertebrata;Mortality;Not reported;NR;0.032;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Kuhlia sandvicensis;Aholehole;Vertebrata;Mortality;Not reported;NR;0.0063;;AI mg/L
50-29-3;1,1'-(2,2,2-Trichloroethylidene)bis[4-chlorobenzene];Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1;Notemigonus crysoleucas;Golden Shiner;Vertebrata;Mortality;Not reported;NR;0.028;;AI mg/L
